,Title,Series or Movie,COUNTRY,Release Date,GENRE,VALUE,Genre_all,Tags,Languages,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,Production House,Summary,IMDb Votes
33,virginriver,TV,United States,2019-12-06,Drama,10069,"Drama, Romance","TV Dramas,Romantic TV Dramas,US TV Shows,TV Shows Based on Books",English,3.8,"South Africa,Lithuania,Slovakia,Brazil,Turkey,United Kingdom,Mexico,Greece,Switzerland,Canada,Romania,Argentina,Israel,United States,Iceland,Italy,Belgium,France,Czech Republic,Australia,Netherlands,Thailand,Japan,Sweden,South Korea,Russia,Singapore,Poland,Hong Kong,Portugal,Hungary,Germany,India,Spain,Malaysia,Colombia",< 30 minutes,,Sue Tenney,"Martin Henderson, Lauren Hammersley, Alexandra Breckenridge, Colin Lawrence",TV-14,7.5,,,1.0,1.0,,2019-12-06,,"Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what -- and who -- she finds.",20216.0
34,unsolvedmysteries,TV,United States,2020-07-01,Documentary,9711,"Documentary, Crime, Mystery","Crime Documentaries,Docuseries,US TV Programmes,True Crime Documentaries",English,5.0,"Israel,Switzerland,United Kingdom,Poland,Japan,Germany,Hong Kong,Canada,Australia,Lithuania,Mexico,Brazil,France,South Africa,India,Iceland,Thailand,Italy,Singapore,Spain,Argentina,South Korea,Greece,Czech Republic,United States,Belgium,Russia,Netherlands,Slovakia,Sweden,Hungary,Portugal,Turkey,Malaysia,Colombia,Romania",< 30 minutes,,,"Teruo Konno, Jane Green, Pistol Black, Myrtle Carter",TV-MA,7.3,,,,,,2020-07-01,,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",7365.0
35,tinyprettythings,TV,United States,2020-12-14,Drama,9371,"Drama, Mystery, Thriller","TV Mysteries,Teen TV Shows,US TV Shows,TV Thrillers,TV Shows Based on Books",English,4.4,"France,Lithuania,Poland,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,United Kingdom,Portugal,Hungary,Slovakia,Sweden,Netherlands,Japan,Germany,Turkey,Australia,Brazil,India,Hong Kong,South Korea,United States,Russia,Canada,Mexico,South Africa,Thailand,Singapore,Argentina,Israel,Switzerland,Malaysia,Colombia,Romania",< 30 minutes,,,"Kylie Jefferson, Brennan Clost, Barton Cowperthwaite, Damon J. Gillespie",TV-MA,5.8,,,,,,2020-12-15,,"When an attack brings down the star student at an elite ballet school, her replacement enters a world of lies, betrayal â€” and cutthroat competition.",6958.0
36,cocomelon,TV,United States,2020-11-01,Animation,9032,"Animation, Comedy, Family","TV Cartoons,Kids&#39; TV,Kids Music,Animation",English,7.5,"Lithuania,Argentina,Russia,Israel,Slovakia,United Kingdom,Australia,Czech Republic,India,South Africa,Portugal,Canada,Hungary,Japan,Mexico,Switzerland,Belgium,Germany,Sweden,Iceland,Italy,Greece,Hong Kong,Singapore,Thailand,Spain,Brazil,France,Poland,South Korea,United States,Netherlands,Turkey,Malaysia,Colombia,Romania",< 30 minutes,,,"Alice Cho, Kristen Princiotta, Hannah An, Ava Madison Gray",TV-PG,5.1,,,,,,2020-06-01,,"Learn letters, numbers, animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!",102.0
37,overthemoon,Movie,China,2020-10-23,Animated,8751,Comedy,"Children & Family Movies,Musicals,Family Features,Kids Music,Family Sci-Fi & Fantasy,Music & Musicals,US Movies,Family Adventures","Italian, English",7.1,"Lithuania,India,United Kingdom,Russia,Spain,Czech Republic,Mexico,Poland,Germany,United States,South Korea,Hungary,Australia,Hong Kong,Japan,France,Canada,Singapore,Argentina,Greece,Switzerland,Slovakia,Sweden,Thailand,Belgium,Turkey,Malaysia,Brazil,Netherlands,Italy,South Africa,Iceland,Portugal,Israel,Colombia,Romania",1-2 hour,"William K. Howard, Thornton Freeland","Alec Coppel, Lajos Biró, Robert E. Sherwood, Arthur Wimperis, Anthony Pelissier","Rex Harrison, Robert Douglas, Ursula Jeans, Merle Oberon",Approved,5.6,33.0,,,,,2020-10-23,London Film Production,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",245.0
38,acaliforniachristmas,Movie,United States,2020-12-14,Comedy,8520,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Movies",English,4.7,"France,Lithuania,Poland,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,United Kingdom,Portugal,Hungary,Slovakia,Sweden,Netherlands,Japan,Germany,Turkey,Australia,Brazil,India,Hong Kong,South Korea,United States,Russia,Canada,Mexico,South Africa,Thailand,Singapore,Argentina,Israel,Switzerland,Malaysia,Colombia,Romania",1-2 hour,Shaun Paul Piccinino,Lauren Swickard,"Ali Afshar, Josh Swickard, David Del Rio, Lauren Swickard",PG-13,5.7,,,,,,2020-12-15,,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her familyâ€™s land before Christmas.",6338.0
39,break,Movie,France,2018-07-18,Drama,259,Thriller,"Romantic Dramas,Romantic Comedies,Dramas,Comedies,Romantic Movies,French Movies","Russian, English",6.6,"Germany,Poland,Australia,Canada,Mexico,Brazil,Thailand,India,Singapore,Hong Kong,Italy,Argentina,Japan,United States,United Kingdom,Russia,Malaysia,Spain,Greece,Czech Republic,Belgium,Hungary,Slovakia,Sweden,Netherlands,Turkey,South Africa,Iceland,Israel,Lithuania,Colombia,Romania",1-2 hour,Tigran Sahakyan,"Olga Rud, Alexandr Nazarov, Denis Kosyakov, Tigran Sahakyan","Vladimir Gusev, Anastasiya Grachyova, Irina Antonenko, Mikhail Filippov",,4.5,,,,,,2020-12-03,,"After a serious accident, Lucie tries to rediscover herself as a dancer and meets Vincent, a talented b-boy battling his own insecurities.",1389.0
40,13reasonswhy,TV,United States,2017-03-31,Drama,8246,"Drama, Mystery, Thriller","Crime TV Programmes,Crime TV Dramas,Crime TV Dramas,Teen TV Programmes,US TV Programmes,US TV Programmes,TV Thrillers,TV Dramas,TV Programmes,TV Programmes",English,3.8,"Lithuania,Russia,Germany,France,Iceland,Netherlands,Sweden,Spain,India,Belgium,Switzerland,Australia,Brazil,United Kingdom,Hong Kong,Israel,South Korea,Portugal,Singapore,Poland,Romania,Greece,South Africa,Czech Republic,Slovakia,Mexico,Argentina,Canada,United States,Japan,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,,Brian Yorkey,"Dylan Minnette, Brandon Flynn, Alisha Boe, Christian Navarro",TV-MA,7.6,,,4.0,15.0,,2017-03-31,,"After a teenage girls perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",255448.0
41,thedevilallthetime,Movie,United States,2020-09-16,Drama,8240,"Crime, Drama, Thriller","Dramas,Crime Movies,Crime Dramas,Thriller Movies,Movies Based on Books,Crime Thrillers,US Movies",English,3.1,"Russia,Canada,Lithuania,Australia,Mexico,Poland,Brazil,France,South Africa,India,Iceland,Thailand,Italy,Singapore,Spain,Hong Kong,Greece,Argentina,Japan,Czech Republic,Israel,South Korea,Portugal,United Kingdom,Hungary,United States,Slovakia,Netherlands,Germany,Sweden,Belgium,Switzerland,Turkey,Malaysia,Colombia,Romania",> 2 hrs,Antonio Campos,"Donald Ray Pollock, Antonio Campos, Paulo Campos","Donald Ray Pollock, Tom Holland, Michael Banks Repeta, Bill Skarsgård",R,7.1,,55.0,,3.0,,2020-09-20,,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,92796.0
42,workit,Movie,United States,2020-08-07,Comedy,8162,"Comedy, Music","Teen Movies,Comedies,Family Cozy Time,US Movies,Youth Drama Movies",English,3.3,"Czech Republic,United States,Switzerland,Belgium,Russia,Portugal,United Kingdom,Netherlands,Slovakia,Germany,Sweden,Hungary,Canada,Australia,Lithuania,Mexico,Poland,Brazil,France,South Africa,India,Iceland,Thailand,Hong Kong,Italy,Singapore,Japan,Spain,Argentina,Greece,South Korea,Israel,Turkey,Malaysia,Colombia,Romania",1-2 hour,Laura Terruso,Alison Peck,"Kalliane Brémault, Liza Koshy, Keiynan Lonsdale, Briana Andrade-Gomes",TV-14,6.1,,58.0,,,,2020-08-07,,A brilliant but clumsy high school senior vows to get into her late father’s alma mater by transforming herself and a misfit squad into dance champions.,9254.0
43,loveguaranteed,Movie,United States,2020-09-03,Comedy,7688,"Comedy, Romance","Comedies,Independent Films,Romantic Films,Romantic Independent Films,Romantic Comedies,US Movies,Family Cozy Time",English,2.4,"Canada,Australia,Mexico,Poland,Brazil,France,Iceland,India,South Africa,Italy,Spain,Hong Kong,Thailand,Greece,Singapore,Japan,Czech Republic,Argentina,Belgium,South Korea,Israel,Portugal,United States,Switzerland,Hungary,Slovakia,Russia,Netherlands,Germany,Sweden,United Kingdom,Lithuania,Turkey,Malaysia,Colombia,Romania",1-2 hour,Mark Steven Johnson,"Elizabeth Hackett, Hilary Galanoy","Caitlin Howden, Heather Graham, Rachael Leigh Cook, Damon Wayans Jr.",TV-PG,5.5,,39.0,,,,2020-09-03,,Sparks fly when a crusading but cash-strapped attorney takes on a charming client looking to sue a dating site that guarantees its users will find love.,13584.0
44,americanmurderthefamilynextdoor,Movie,United States,2020-09-30,Documentary,7667,"Documentary, Crime","Crime Movies,Crime Documentaries,True Crime Documentaries,Documentary Films,US Movies",English,3.5,"Lithuania,Canada,Australia,Mexico,Poland,Brazil,South Africa,France,Thailand,India,Iceland,Italy,Singapore,Hong Kong,Spain,Argentina,Greece,Japan,Israel,Czech Republic,Switzerland,South Korea,Belgium,Portugal,United Kingdom,United States,Hungary,Russia,Slovakia,Sweden,Netherlands,Germany,Turkey,Malaysia,Colombia,Romania",1-2 hour,Jenny Popplewell,,"Nickole Atkinson, Jim Benemann, Luke Epple, Mark Jamieson",TV-MA,7.2,,67.0,,,,2020-09-30,,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed.",18280.0
45,feelthebeat,Movie,United States,2020-06-19,Comedy,7468,"Comedy, Drama, Family","Children & Family Movies,Teen Movies,Showbiz Dramas,Dramas,Comedies,Family Comedies,Family Dramas,US Movies,Youth Drama Movies",English,4.1,"Czech Republic,United States,Switzerland,Belgium,Russia,Portugal,United Kingdom,Netherlands,Slovakia,Germany,Sweden,Hungary,Canada,Lithuania,Australia,Mexico,France,Brazil,Iceland,South Africa,India,Italy,Thailand,Hong Kong,Spain,Singapore,Japan,Greece,Argentina,South Korea,Israel,Poland,Turkey,Malaysia,Colombia,Romania",1-2 hour,Elissa Down,"Michael Armbruster, Shawn Ku","Nayo, Sonia Laplante, Sofia Carson, Pamela MacDonald",TV-G,6.3,,,,2.0,,2020-06-19,,"After blowing a Broadway audition, a self-centered dancer reluctantly returns home and agrees to coach a squad of young misfits for a big competition.",8147.0
46,rickandmorty,TV,United States,2013-12-02,Animation,7438,"Animation, Adventure, Comedy, Sci-Fi","US TV Shows,TV Sci-Fi & Fantasy,TV Comedies,Adult Animation,TV Action & Adventure,TV Shows,Sitcoms,Sci-Fi TV",English,4.6,"Belgium,France,Lithuania,Romania,Hong Kong,United Kingdom,Portugal,Japan,South Korea,Russia,India,Switzerland,Mexico,South Africa,Thailand,Hungary,Iceland,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Argentina,Greece,Slovakia,Malaysia,Sweden,Turkey,Colombia",< 30 minutes,,"Justin Roiland, Dan Harmon","Justin Roiland, Sarah Chalke, Chris Parnell, Spencer Grammer",TV-MA,9.2,,,17.0,21.0,,2016-04-03,,"Brilliant but boozy scientist Rick hijacks his fretful teenage grandson, Morty, for wild escapades in other worlds and alternate dimensions.",375398.0
47,thechristmaschronicles,Movie,United States,2018-11-22,Comedy,7275,"Adventure, Comedy, Family, Fantasy","Hollywood Movies,Comedies,Action Comedies,Family Comedies,Children & Family Movies","English, Spanish, French, Romanian",3.1,"Lithuania,Brazil,Spain,United Kingdom,Canada,United States,Israel,Switzerland,Australia,Japan,France,South Korea,Russia,Netherlands,Sweden,India,Singapore,Argentina,Slovakia,Germany,Mexico,Czech Republic,Belgium,Romania,Greece,Portugal,South Africa,Hong Kong,Iceland,Italy,Thailand,Hungary,Poland,Turkey,Malaysia,Colombia",1-2 hour,Clay Kaytis,"Matt Lieberman, David Guggenheim","David Kohlsmith, Kimberly Williams-Paisley, Oliver Hudson, Jesse Gervasi",PG,7.0,67.0,52.0,,2.0,,2018-11-22,"1492 Pictures, Ocean Blue Entertainment, Madhouse Entertainment","After accidentally crashing Santas sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick.",62329.0
48,jurassicworldcampcretaceous,TV,United States,2020-09-17,Animation,7220,"Animation, Action, Adventure, Sci-Fi","TV Action & Adventure,TV Cartoons,Kids&#39; TV,TV Shows Based on Books,Family Watch Together TV",English,6.8,"Russia,Lithuania,Poland,France,India,Spain,Czech Republic,United Kingdom,Hungary,Germany,Mexico,South Africa,South Korea,United States,Australia,Hong Kong,Japan,Canada,Singapore,Argentina,Greece,Switzerland,Slovakia,Sweden,Thailand,Belgium,Turkey,Malaysia,Brazil,Netherlands,Italy,Iceland,Portugal,Israel,Colombia,Romania",< 30 minutes,,Zack Stentz,"Ryan Potter, Kausar Mohammed, Paul-Mikél Williams, Jenna Ortega",TV-PG,7.4,,,,,,2020-09-20,,Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.,3758.0
49,theprincessswitchswitchedagain,Movie,United States,2020-11-19,Romance,7146,"Comedy, Drama, Family, Romance","Children & Family Films,Romantic Dramas,Dramas,Romantic Films,Family Features,US Movies,Family Dramas",English,3.9,"Mexico,Lithuania,Australia,South Africa,Poland,France,Thailand,Brazil,Iceland,Singapore,India,Spain,Greece,Argentina,Hong Kong,Czech Republic,Switzerland,Portugal,United Kingdom,Japan,Hungary,Slovakia,South Korea,United States,Netherlands,Russia,Germany,Israel,Canada,Italy,Sweden,Belgium,Turkey,Malaysia,Colombia,Romania",1-2 hour,Mike Rohl,"Robin Bernheim, Megan Metzger","Sam Palladio, Mark Fleischmann, Vanessa Hudgens, John Jack",TV-G,5.3,,,,,,2020-11-20,,"When Margarets Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?",7493.0
50,whitelines,TV,United Kingdom,2020-05-15,Crime,7044,"Drama, Sport","TV Dramas,Crime TV Dramas,British TV Shows,TV Thrillers",English,8.2,"Canada,Lithuania,Australia,Mexico,Poland,Brazil,France,United Kingdom,India,Iceland,United States,Hong Kong,Italy,Japan,Spain,South Korea,Greece,Czech Republic,Netherlands,Slovakia,Sweden,South Africa,Thailand,Singapore,Israel,Germany,Argentina,Russia,Belgium,Portugal,Hungary,Switzerland,Turkey,Malaysia,Colombia,Romania",< 30 minutes,,Jesse Richardson,"Daniel Green, Steve Nation, Michael Thomson, Jacqui Duncan",,6.5,,,,,,2020-05-15,,"Zoe Walker leaves her quiet life behind to investigate her brothers disappearance in Ibiza, where she quickly heads down a decadent and dangerous path.",35.0
51,thekingeternalmonarch,TV,South Korea,2020-04-17,Science Fiction,7037,"Fantasy, Mystery, Romance","Korean TV Shows,Romantic Fantasy TV,TV Dramas,Romantic TV Dramas,Fantasy TV Shows,Crime TV Dramas",Korean,6.0,"South Africa,Iceland,Mexico,Singapore,Australia,South Korea,Thailand,Japan,Russia,Hong Kong,India,Lithuania,United Kingdom,Argentina,Canada,Belgium,Switzerland,Germany,Sweden,Spain,Czech Republic,Greece,Slovakia,Hungary,France,Portugal,Poland,United States,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,Romania",< 30 minutes,,,"Kim Kyung-Nam, Woo Do-Hwan, Lee Min-Ho, Kim Go-eun",TV-14,8.2,,,,,,2020-04-17,,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.",6272.0
52,the100,TV,United States,2014-03-19,Science Fiction,6980,"Drama, Mystery, Sci-Fi","TV Action & Adventure,TV Dramas,TV Programmes,TV Sci-Fi & Fantasy,Political TV Programmes,US TV Programmes,TV Programmes Based on Books,Sci-Fi TV,Futuristic Sci-Fi",English,3.8,"United States,Australia,Argentina,Portugal,Russia,Greece,South Korea,Hong Kong,Iceland,Belgium,Czech Republic,France,Poland,Lithuania,Sweden,Spain,Japan,Romania,Hungary,Turkey,Canada,South Africa,Singapore,Switzerland,Slovakia,Thailand,Malaysia,Brazil,Netherlands,Italy,Israel,India,Mexico,Colombia",< 30 minutes,,Jason Rothenberg,"Marie Avgeropoulos, Eliza Taylor, Bob Morley, Lindsey Morgan",TV-14,7.6,,,9.0,38.0,,2015-04-14,,"A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether its habitable.",216135.0
53,alive,Movie,South Korea,2020-09-08,Horror,6918,,"Korean Movies,Horror Movies,Thriller Movies,Zombie Horror Movies,International Thrillers",,,"Germany,Czech Republic,Lithuania,Portugal,United Kingdom,Hungary,Russia,Mexico,Poland,Spain,Switzerland,India,South Korea,South Africa,France,United States,Australia,Hong Kong,Japan,Canada,Singapore,Argentina,Greece,Slovakia,Sweden,Thailand,Belgium,Turkey,Malaysia,Brazil,Netherlands,Italy,Iceland,Israel,Colombia,Romania",1-2 hour,,,,,,,,,,,2020-09-08,,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",
54,operationchristmasdrop,Movie,United States,2020-11-05,Comedy,6768,"Comedy, Family, Romance","Children & Family Movies,Romantic Comedies,Comedies,Romantic Movies,Family Features,Family Comedies,US Movies",English,3.1,"Germany,Israel,India,Lithuania,Mexico,Brazil,Poland,South Africa,France,Iceland,Thailand,Hong Kong,Spain,Singapore,Greece,Japan,Argentina,Czech Republic,Belgium,South Korea,Portugal,Switzerland,United States,Hungary,United Kingdom,Slovakia,Russia,Netherlands,Australia,Canada,Italy,Sweden,Turkey,Malaysia,Colombia,Romania",1-2 hour,Martin Wood,"Brian Sawyer, Gregg Rossen","Alexander Ludwig, Kat Graham, Trezzo Mahoro, Bethany Brown",TV-G,5.8,,47.0,,,,2020-11-05,,A by-the-book political aide falls for a big-hearted Air Force pilot while looking to shut down his tropical base and its airborne Christmas tradition.,9117.0
55,hermotherskiller,TV,Colombia,2020-04-13,Drama,6673,,"TV Dramas,Political TV Shows,Latin American TV Shows,TV Soaps,Colombian TV Shows",Japanese,,"Lithuania,Spain,Czech Republic,United Kingdom,Slovakia,Mexico,Portugal,Switzerland,Iceland,Belgium,Argentina,United States,Sweden,Germany,Poland,France,Greece,Hungary,Brazil,Netherlands,Colombia,Romania",< 30 minutes,Yoshinori Saito,,,,,,,,,,2020-08-26,,"Nearly 30 years after her moms murder, a political strategist launches a calculated plan to ruin the Colombian presidential candidate who killed her.",
